cid,smiles
14337391,CN1CC2CC(=O)C1C=C2
14337611,CN(C)CC1CCC(=C)O1
14337612,CC1=CCC(O1)CN(C)C
14338146,C1=CC(C(C=C1)C#N)C#N
14338576,C1=CSC(=N1)/C=C/C(=O)O
14339341,C1C=CC=CC2=C1NC=C2
14339413,CCCCC(C)/C=C/C#N
14339414,CCCCC(C)/C=C\C#N
14343036,CC(C)COS(=O)(=O)C=C
14344480,C/C=C/C12CCC(C1)C=C2
14344678,C1=C(C(=O)N=N1)S(=O)(=O)N
14352382,CC(=C)CCCC(=O)C=C
14356155,COC1CC(=O)C=C1OC
14356156,CO[C@H]1CC(=O)C=C1OC
14356157,COC1CC(=CC1=O)OC
14356162,COC1CC(=CC1O)OC
14356254,CC1=CCC(=CC1)C(=O)C
14356264,CC1C2(O1)CCC(=CC2)C
14358150,COC1=C(C=CCC1)OC
14358153,COC1=CCCC=C1OC
14358289,CCC1=C(C(=S)NC1=O)C
14359466,CC/C=C/CCC(=O)C=C
14359468,CC/1CCC(=O)CC/C=C1
14359839,CC(/C=C/CCCC#C)O
14359840,CC(/C=C/1\CCCC1=C)O
14360290,CC(CC(=O)OCC=C)O
14360608,C1CC=CC2C(C1)CC2=O
14360824,C=CCO/N=N/OCC=C
14360986,CCOC(=O)/C(=C/C#N)/C
14362056,C/C=C/C(=O)N1C=NC=N1
14362057,CC(=C)C(=O)N1C=NC=N1
14362060,C=CCC(=O)N1C=NC=N1
14362067,CC(=C)C1=CCCS1(=O)=O
14364049,CC1(C=CCC1CC=O)C
14364170,CCCCC=C(SC)SC
14364333,CC1CCC(=O)N1CC=C
14364497,CCC/C=C/C(=C)CCC
14364604,CC(C)SC1CCCC=C1
14364605,CC(C)S[C@@H]1CCCC=C1
14364606,CC(C)S[C@H]1CCCC=C1
14364618,C[C@H](/C=C/CO)SC(C)C
14364680,C1C2CC3C1C=CC3C2=O
14366616,C1=C(C(=O)OC1=O)C(=O)O
14368932,CC(C)(C)C1CC(=O)C=C1
14369798,CC1=CSC(C(=O)N1)OC
14377983,CCOC(=O)C1=CC1(C)C
14379177,CC(C)(CC=C)C(=O)C#C
14380279,C/C=C/[C@@H]1CCC(=O)[C@H]1C
14381644,C=CCN=C1CCCCC1
14383512,C1CCC2=CC=C[CH]C2C1
14383807,CC/C=C(\C)/C(=O)N(C)C
14385404,C1CCC2C(C1)OC=CO2
14385456,C=CCCCC(CC=C)O
14387270,CC1=C(CCCC1)C(=O)O
14389701,C=C(CCN=C=O)C(=O)O
14394613,CC1COC(C(=C1)C)OC
14398046,CC(C)NC/C(=C\SC)/C
14399849,CN(CCC=C)S(=O)(=O)C
14400930,CCC1(C(=CC(=O)O1)N)C
14402463,C(C=O)C(=O)/C=C/C(=O)O
14403146,CN1[C@H]2CC(C[C@H]1C=C2)O
14408052,CC1CC/C=C\CC(=O)O1
14409604,C1=CC(=CC=C1/C=C/O)O
14412555,COC1=C(C(=O)C=C1)OC
14412883,CC(/C=C/C=C(C)C)C=O
14413048,CCCC/C=C\C1=CC1=O
14413050,C1CCC(=CC1)C2=CC2=O
14413178,CC1(O[C@@H]2C=CO[C@@H]2O1)C
14415589,C1CCN(C1)/C=C/C(=O)N
14417004,C=CC[C@@H]1COO[C@H]1CO
14419790,CCCOC(=O)/C(=C/O)/C
14420968,C(=C/C(=O)ON)\C(=O)ON
14420969,C(=C\C(=O)ON)\C(=O)ON
14422837,C1C=CC2=C1C=CC(=C2)O
14423335,CCOC(=O)C(C)/C=C\C
14424159,CC12CC(=O)C(O1)(C=C2)C
14431843,CC(=CCOCCCO)C
14431844,CC(=CCOCCC=O)C
14432023,CC(CO)(C=C)C(=O)OC
14434996,C1N2C=CC=C2C=CS1=O
14435975,COCOC/C=C/CCO
14435976,COCOC/C=C\CCO
14437928,C(CCC#N)C/C=C/CO
14437929,C(CCC#N)C/C=C\CO
14437954,C=C1CC2CCCC2OC1
14440263,CC1CCCC2=C1CC=C2
14440741,CC/C=C/C(=O)C(C)CC
14441083,C1CNC(=C(N1)C#N)C#N
14442212,CN1CCC(=CC1)COC
14442216,CN1CC=CC(C1)COC
14442222,CN1CCC(=CC1)CSC
14443953,CC(=O)/C=C/C=C(/C)\C=O
14443964,CC(=O)OC/C=C/C(=O)O
14446232,CC1CCC(=CC1(C)C)C
14446239,CC1CC=C(CC1(C)C)C
14447412,C1C(C=CC1O)C[N+](=O)[O-]
14447586,C/C=C/C1CCCC(O1)C
14447587,C/C=C/[C@H]1CCC[C@H](O1)C
14447588,C/C=C/[C@@H]1CCC[C@H](O1)C
14447589,CC/C=C/CCC(C)CO
14447612,CC/C=C/CCC(C)C=O
14447615,C/C=C/CCC(C)C(=O)C
14448751,CC(C)OC(=C)OC(C)C
14449315,COC(=O)C(=C)CCCO
14449927,C1C=CCC2=CC=CCC21
14450088,CC(=C(C=O)C(=O)OC)C
14451945,C1C=CC2=C1C3CC2C=C3
14452006,COC(=O)C1=CNN=CC1
14452501,CC/C=C(\C)/C(C)C(=O)O
14454735,CCCCCCCOC=C
14454815,C=CC(=O)OC1CCCO1
14455006,CC1=CC2(CC1C(=C2)C)C
14459688,CC(C)(C(=O)O)OCC=C
14463209,CC1=CCC(O1)(C)C(C)C
14463210,CC1=CC[C@](O1)(C)C(C)C
14464239,CCC(=O)OC/C=C\CO
14466775,CC(=CCCC(=O)C#C)C
14466781,CC(C)C1CCC(=O)C1=C
14467769,CC1(COC(=O)C=CN1)C
14467885,CC1C=CCC(=O)CC1O
14467886,C[C@@H]1C=CCC(=O)C[C@H]1O
14469761,C/C(=C(\C)/CC=O)/CC=O
14469762,C/C(=C(/C)\CC=O)/CC=O
14469764,C/C(=C(/C)\CCO)/CCO
14470191,COC(=O)C1=CCCCO1
14470387,CC(=CC=C1C=CC=C1)C
14470388,C/C=C(\C)/C=C1C=CC=C1
14472307,CC1=C(C=C(SC1)C#N)C
14474966,CCC1CN(C(=O)O1)C=C
14475961,CC(=O)N/C=C/CC(=O)N
14478664,CCC(CCC=C)(CO)O
14484349,CC(C)C(CC(=C)C=C)O
14484350,CC(C)[C@H](CC(=C)C=C)O
14485437,COC1=CC(=O)C(CC1)O
14488231,C=CCCCCC(=O)C=C
14489431,CC1C(CC(=O)O1)CC=C
14489644,CCCN1C2C=CC2C1=O
14489718,C1CCC2=C(C1)COOC2
14490001,C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@H]4[C@@H]3C4
14493050,C/C=C/C(=O)C1(C(O1)C)C
14493052,CC(=CC(=O)C1(CO1)C)C
14493381,CC(C)(C)OC(=O)OC=C
14493383,CCOC(=O)OC=C(C)C
14493390,CC1C=CCCC1C(=O)C
14493391,C[C@@H]1C=CCC[C@H]1C(=O)C
14493393,CC\1C=CCC/C1=C(/C)\O
14494056,CC(CO)C1CC=CC=C1
14494140,CC1=C(CCCC1=O)C#C
14494985,C=C1CC2C1C3CC2C=C3
14496262,CC(=CC/C=C(/C)\C#C)C
14497635,C/C(=C\C(=O)OCCO)/N
14498680,C/C=C/C1CCC(CC1)O
14499217,C1C=CC2=CCC=CC2=C1
14504234,C=CCCCC(C(=O)O)N
14507689,C=CCC1CCCC(=O)N1
14507690,C=CC[C@@H]1CCCC(=O)N1
14507810,CCC1CCCC(=O)C1=C
14508239,CC(=O)C1=CCCC=C1O
14509083,CC1=C(CC(=O)NCC1)C
14509705,CN(C)C(CC=C)CC=C
14509837,CC(C[N+](=O)[O-])OCC=C
14510652,CC(C)(C)C(C)(C=C)C=O
14510948,CC(C)COCCOC=C
14518110,C=C=C(CN)C1=CC=CS1
14519393,COC(C(=O)OCC=C)O
14523146,C=C1CC(=C)C(=O)NC1=O
14526789,CCOC(=O)O/C=C/C=C
14527472,C1CCOC(C1)/C=C/CO
14527473,C1CCOC(C1)/C=C\CO
14527474,C1CC(OC=C1)/C=C/CO
14527494,CC(C)C(C(CO)C=C)O
14527495,CC(C)[C@H]([C@H](CO)C=C)O
14527509,CC(C)C(/C=C/COC)O
14527510,CC(C)C(/C=C\COC)O
14527511,CC(C)C(/C=C/CCO)O
14527512,CC(C)C(/C=C\CCO)O
14528365,C/C=C/C=C/C(C)CC=O
14528366,C/C=C/C(/C=C/C)CC=O
14528528,C/C(=C\O)/C1=CC=CC=C1
14529129,C#C/C=C/C1CCCCC1
14529198,CSCC=C1CCCCC1
14529207,CC1=C(CCCCC1)SC
14530014,CC/C=C(\C(=C)C)/C(=O)O
14530456,CCC#CC[C@@H](/C=C/C)O
14532516,CC(CC=C)CC(C)C=O
14532644,C1C2=CC3C=CC2(O3)CO1
14533869,CC(C(C)OC=C)OC=C
14533870,CC(CCOC=C)OC=C
14533918,COC(=O)NCCOC=C
14534045,CC/C(=C(/CC)\C(=O)O)/C
14534822,CC(C)C1(CCC=CC1)O
14536651,C1CN(CC=C1)CC(=O)N
14539862,C/C=C/[C@H](C1=CC=CO1)O
14539863,C/C=C/[C@@H](C1=CC=CO1)O
14544816,CCCCC(C=C)[N+](=O)[O-]
14546130,C1CC=CC(C1)(CCO)O
14546139,CC(C)C(C/C=C/CO)O
14546140,CC(C)C(C/C=C\CO)O
14546292,C/1CC2C(O2)C(C/C=C1)O
14546311,C/1CC2C(O2)C(=O)C/C=C1
14548177,C1C=CCC(=C1)CCCN
14556507,C1CCC(C=CC1)N=C=O
14560573,C=C1CCC2(O1)CCCC2
14560574,C=C1CC2CCCCC2O1
14560575,C=C1C[C@H]2CCCC[C@@H]2O1
14565066,CCCCC1CC(=O)C=C1
14565067,CCCC[C@H]1CC(=O)C=C1
14565310,CC#CC1=C(CCC1C)C
14565313,CC#CC1=C(CCC1=C)C
14565315,CC#CC=C1CCCCC1
14565783,CC(C=C)C(C1(CO1)C)O
14565784,C[C@@H](C=C)[C@@H]([C@]1(CO1)C)O
14566429,C1CCC(=O)C=C(C1)C=O
14566452,CCC(=O)C=C(SC)SC
14566492,COCC12C(O1)C=CC2=O
14566493,COC[C@]12[C@H](O1)C=CC2=O
14566531,CC1(C=CC(=O)C1O)OC
14566533,C[C@]1(C=CC(=O)[C@@H]1O)OC
14566687,CC(C)N1CCC=CCC1
14566815,CC(=O)N(C)C(=O)/C=C/N
14566816,CC(=O)N(C)C(=O)/C=C\N
14567782,CC1C2CCOC2=CC1=O
14567787,C1CC2CC(=O)C=C2OC1
14568107,CC(C)/C=C/1\CCC[C@H]1O
14568108,CC(C)/C=C/1\CCCC1O
14568304,CC1CCC2C(=C1)C2(C)C
14569334,C/C=C/C(=O)C1=CCCC1
14569476,CC1C(=O)C(=C(N1)C)C#N
14570767,CC(=O)C(CC=C)C(=O)N
14572584,CC1CC(CC=C1)C(=O)O
14572695,C=CSCC(CSC=C)O
14588122,CC(CNC)C1=CC=CC1
14590727,C1C(C=C1SCCO)C#N
14591542,C1CC(=CC(=O)C1)N=[N+]=[N-]
14591656,C=C1C2C3C1OC2CCC3
14591855,CN1CCC2=CC=CC2=C1
14592857,CC(C=C)C1CCCCO1
14592868,CC1=NC(=CN1C)C(=C)C
14593492,CC1CCC(=O)CC(=C1)C
14593493,CC1CCC=C(CC1=O)C
14597325,CCOC1C(C=CC1=O)O
14598032,CC1C2CC(C1C=C)C=C2
14602599,C[C@H]1[C@H](C=C[C@@H](O1)C#N)O
14603905,C=CC1C(CCCCO1)O
14603906,C=C[C@@H]1[C@H](CCCCO1)O
14605474,COC(CC=C)(CO)CO
14610111,CC1(C2C=CC2C(=O)N1)O
14610112,CC1([C@@H]2C=C[C@@H]2C(=O)N1)O
14610121,CC1=CC=CCC(=N1)OC
14610138,CCCC1=NC=CC=CC1
14610141,CCCC1=CC=CCC=N1
14610145,CC1[C@H]2C=C[C@H]2N=C1OC
14610146,CC1C=CC=CN=C1OC
14610479,CCN(CC)C1=CCCC1
14612244,CN1CCN(C(C1)C=C)C
14612253,CCC(CC)C1=CC=CC1
14612424,CCC(C)C(=C)C(=O)OC
14612488,C=CCSC(=O)SCC=C
14612737,COC(/C=C/C(=O)O)OC
14613204,CCO/C=C/C1=CC=CS1
14615052,C/C=C/CCCCC(C)O
14615205,C/C(=N/OC)/CC(C=C)O
14616744,CC(C)C1CC=CNC1=O
14617441,CC1(CCCC1O)CC=C
14617442,C[C@@]1(CCC[C@@H]1O)CC=C
14617443,C[C@@]1(CCC[C@H]1O)CC=C
14617785,CCCCOC(C)/C=C/C
14617970,CC1=CN=C(N1CC=C)C
14627909,C/C(=C\C(=O)NC1CC1)/N
14627911,C/C(=C\C(=O)NCC#C)/N
14629072,CC1CCCC=C1NC=O
14631669,COCOCCCCC=C
14631868,CC(C)C1CCC=C1C#N
14635278,CC1CC(C=CC1CO)O
14635279,C[C@H]1C[C@H](C=C[C@H]1CO)O
14635280,CC1CC(=O)C=CC1CO
14635290,C[C@H]1C=C[C@H](C[C@H]1CO)O
14635291,CC1C=CC(=O)CC1CO
14638048,CCC1(C(=CC(=N1)C)C)C
14639339,CCCCC(=C=CC)C=O
14640515,CC/C=C\C[C@H]1[C@@H](O1)CO
14642056,CCCCC(=C)CCCO
14642057,CCCCC(=C)CCC=O
14643090,COC(=C)N1CCCCC1
14644466,C1=CC2(C1(C=C2)CO)CO
14644535,CC(C)(C)C(/C=C/CO)O
14644536,CC(C)(C)C(/C=C\CO)O
14644832,CC1C(CCCC1O)C=C
14644833,C[C@@H]1[C@H](CCC[C@H]1O)C=C
14644834,C[C@@H]1[C@@H](CCC[C@H]1O)C=C
14644961,CCN(CC)CC(=C)C=C
14646805,C=CC1=C(SN=N1)C(=O)O
14647120,C=CC(=O)CCS(=O)(=O)O
14647351,C=CC(=O)O/C=C/C(=O)O
14652696,CC(=C)C(=O)CC(=O)OC
14657306,C/C=C/C=C/C(=O)/C=C/C
14657954,CC/C=C/C(C)CCCO
14659074,CC(=C/C=N/NC(=O)N)C
14660796,C/1COC(=O)CSC/C=C1
14660893,C[C@H]1C(=C)C(=O)O[C@H](O1)C
14660894,CC1C(=C)C(=O)OC(O1)C
14661181,C/C=C/CCC(=O)C(=O)O
14661386,C/C(=C(\C(=O)C)/SC=C)/O
14661575,C=C[C@@]1(C[C@H]2C=C[C@@H]1O2)O
14661580,CC1C=CC(CC1O)(C)O
14661581,C[C@H]1C=C[C@](C[C@H]1O)(C)O
14661661,C=CCN1CCCOC1=O
14662356,C/C=C(/CC(=O)O)\C(=O)O
14666109,C#CC(C=C1CCCC1)O
14667380,[CH2]C/C=C/C1=CC=CC=C1
14667619,CC1(CC(=O)C=CO1)OC
14667940,CC12CCCCC=C1OC2
14668586,CC(C)/C=C/C(=O)C1CC1
14668670,C/C(=C/CO)/C#CCC=C
14668807,CC1=CC=CC=CC1(C)C
14668944,C/C(=C\CN)/COC(=O)C
14669957,CCCCN(C)C(=O)C=C
14670486,CCOCCN(CC=C)O
14671409,CC1C=CC2C1CCCC2
14673787,COC1CC=CCC1OC
14673788,CO[C@@H]1CC=CC[C@@H]1OC
14679879,C=CC1CCCCN1C=O
14682369,C[C@@H](CCC=C)C=C(C)C
14682600,C[C@@]12CCC=C1C(=O)CC2
14682601,C[C@]12CCC=C1C(=O)CC2
14682651,CCS/C=C(/C(=O)O)\OC
14682657,CCCNC(=O)/C=C/OC
14683436,C[C@]12CC[C@H]1C(=O)C=CC2
14683520,C=CCOC(=O)C(CO)N
14683522,C=CCOC(=O)[C@H](CO)N
14683542,C/C=C/1\CC(=C(C1=O)C)C
14684044,C/C=C/C1CC(C(C1)O)O
14685113,CC(=C)C1(CCCCC1)C
14685702,CC(=C)C1(COCOC1)C
14686249,C=CCNC(=O)CC(=O)N
14686633,CC(=O)OC1CCCC1=C
14688664,CS(=O)(=O)NC1CCC=C1
14688665,CS(=O)(=O)N[C@H]1CCC=C1
14691516,C/C(=C/CCC=C)/CCO
14691519,C/C(=C\CCO)/CCC=C
14691614,C=C(C=O)C1CCCCO1
14691623,CC(=O)C(=C)C1CCCO1
14691747,C1CCC(=CC1)C#CC=O
14692181,CC/C(=C\SC)/C(=O)OC
14693479,CCCC1CC(=C1)C(=O)O
14694512,C=CCC1CC(=O)NC1=O
14695589,C/C=C(\C)/C(C(=O)OC)O
14699747,CC(=C(C#N)NC(=O)N)C
14699748,CC(=C1C(=NC(=O)N1)N)C
14703992,C/1/C=C\CC(C/C=C1)C=O
14705469,CC1CC=C(C1)C(=O)OC
14705470,C[C@H]1CC=C(C1)C(=O)OC
14706858,CC1CCCC(=CC1=O)C
14707790,C/C(=C(/C=S)\C(=O)OC)/N
14709534,CCOC(=C)C1=CC=CO1
14709574,CC(=C)C(CC(=S)SC)O
14710067,C/C=C/CC(C)(C(=O)O)O
14710069,C/C=C/C[C@](C)(C(=O)O)O
14710612,CCC(=C)/C=C/C(=O)OC
14710680,CC(=O)C=C1NCCCN1
14710683,CC1CN/C(=C\C(=O)C)/O1
14711774,CC1CCC=C1OC(=O)C
14711785,CC1=C(CCC1)OC(=O)C
14713462,CC1CCC(CC1)(C=C)O
14714338,CC12CCC(C=C1)(OC2)C
14714339,C[C@@]12CC[C@@](C=C1)(OC2)C
14714460,C[C@@H]1C([C@@H](C(=C1C)C)C)C
14715001,C[C@H]1[C@H]2C=CC[C@H]2C(=O)O1
14715039,CC1=CC(=O)C12OCCO2
14715040,CC1=CC2(C1=O)OCCO2
14715517,CCC(CCC(=C)C)C=O
14715521,CC[C@@H]1CCC(=C)C[C@@H]1O
14715522,CC[C@@H]1CCC(=C)C[C@H]1O
14715523,CCC1CCC(=C)CC1O
14715534,C/C=C(\C)/CCC(C)C=O
14715535,C/C=C(/C)\CCC(C)C=O
14715536,CC1CCC(=C)C(C1O)C
14715537,C[C@H]1CCC(=C)[C@H]([C@@H]1O)C
14716082,C/C=C/C(=O)ON=C(C)C
14717222,CC1=C(C2CCC1C2)C=O
14717950,C1=CC(=O)C(=O)C=C1CN
14717975,C1=CC(=O)C(=O)C=C1C=O
14729909,CCC1=C(C(=O)NC1C)C
14730127,CC(=O)C#CC1=CCCC1
14730412,C/C(=C/NC(=O)NC)/C#N
14732247,CN[C@@H](CC=C)C(=O)OC
14732248,CNC(CC=C)C(=O)OC
14736615,C=C1C(CCCCC1O)O
14736617,C=C1C(CCCCC1=O)O
14736968,CC(=O)OCC(=C)C(=O)O
14737046,CC1=C(C(=O)OCCC1)C
14737047,C/C/1=C/CCCCOC1=O
14737072,C1CC/C=C\C(=O)OCC1
14737758,CNCC1CC=CC(C1)O
14737759,CNCC1CC=CC(=O)C1
14737890,CC1(CS(=O)(=O)C=C1)C#N
14737897,CC1C(=CCS1(=O)=O)C#N
14739038,COC(=O)C1=CCCOC1
14741175,CC(=O)/C=C/OC(C)(C)C
14741347,C/C(=C/C(=O)NC)/N(C)C
14741919,C=CCN1C=CC(=C1)C=O
14742074,CC(=C)CCC(C)(C)C#N
14743306,CCC(C(=O)O)OCC=C
14744486,C=CCCC(=O)NCC#C
14744488,C=C1CC2CCC(=O)N2C1
14744562,C=CCC(CCCO)C=C
14744674,CC1=CCCCC1C(=O)O
14746504,CC(COC)OCC(=C)C
14751179,CC/C=C(\C)/C(=O)NCC
14751977,CCCC(=O)CC/C=C/C
14752087,C1=COC(C(C1=O)O)CO
14752088,C1=CO[C@@H]([C@@H](C1=O)O)CO
14753396,CCC[C@H]1CC(=O)C=CN1
14755257,C1C=C([C@@H]2[C@H]1CC2=O)C=O
14755258,C1C=C(C2C1CC2=O)C=O
14758512,CC1CCCC(C=C1)(C)C
14758892,CC1CCC2=C1CCC2=O
14758919,CC/C=C/C(C(C)CO)O
14759420,C[C@@H]1C=CC(=O)[C@@H](O1)OC
14759515,C/C=C(/C)\C(=O)OCC=O
14761839,C1C(=CC(=O)O1)CN=[N+]=[N-]
14763596,CC1(SCCS1)CCC=C
14764674,CC(=C)CS(=O)CC(=C)C
14765067,C/C=C/C=C/[C@H](CC=C)O
14765495,CCC(=O)/C=C/CN(C)C
14767678,C1CC2=C(C1)C3CC2C=C3
14768088,CCOC(=N)C1=CC=CC1
14776525,CCC/C=C/C(C(=O)O)N
14776526,CCC/C=C/[C@@H](C(=O)O)N
14776527,CCC/C=C/[C@H](C(=O)O)N
14776531,C(CO)/C=C/C(C(=O)O)N
14776532,C(CO)/C=C/[C@@H](C(=O)O)N
14776533,C(CO)/C=C/[C@H](C(=O)O)N
14778940,C/C=C/C[C@@H](C)[C@H](C=O)O
14780307,CC1=CCCC1C(=O)OC
14783183,CCC(C)C1CCC=CC1
14783379,CC(=CCCC=C1CC1)C
14784598,C=CCNC(=O)OCC#C
14784605,CC(=O)N1C(=C)COC1=O
14784609,C=CCN1C(=C)COC1=O
14784720,C1CC2C(O2)(C=C1)[N+](=O)[O-]
14784794,CC1(C[C@@H](C(=C1)CO)O)C
14785091,CC(C)C=C=CC(=O)OC
14785542,COC1=CC=C(C=C1)[C]=C
14785615,C/C=C/1\CCCN(C1=O)C
14785616,C/C=C\1/CCCN(C1=O)C
14786263,CC(=O)/C=C/C#CN(C)C
14786264,CC(=O)/C=C\C#CN(C)C
14786512,C/C=C/C=C/1\CCCC1=O
14787166,COCN1C2C=CC2C1=O
14787194,C1=COC=CN(C1=O)CO
14787802,C=C1CC12CC23CC34CC4
14788582,CC(=O)C1=CC=CC(C1)O
14788584,CC(=O)C1=CC=C[C@@H](C1)O
14788586,CC(=O)C1=CC=C[C@H](C1)O
14789485,CCC/C=C\C(CCC)O
14789622,CCC1C(=CC(=O)N1)OC
14789693,CCCCC1=CC=CCC1
14790324,CCS(=O)(=O)/C=C/[N+](=O)[O-]
14790689,C1C(=O)C=CC(O1)OC=O
14790918,C/C=C/C(=O)CCCC=O
14791440,C=CC1CS(=O)(=O)CC1O
14791468,CSC(=O)C(CC=C)C#N
14791627,C/C=C(/C)\C1CCCCC1
14791628,C/C=C(\C)/C1CCCCC1
14791700,C/C(=C\1/CCOC1=O)/OC
14795199,CC1C(C2CC1C=C2C)C
14804794,COCOC1CC(C=C1)O
14804795,COCO[C@@H]1C[C@H](C=C1)O
14805859,CC(C)(C(=O)OCC=C)N
14806437,C1C(C=CC1(C(=O)N)O)O
14806438,C1[C@H](C=C[C@@]1(C(=O)N)O)O
14809655,CC1(CCC(=O)C=CC1)C
14809770,CCCC(=C)C(C)(C)OO
14809775,CCCC(C)(C(=C)C)OO
14809981,CC(=C(CC=C)C(=O)C)C
14809989,CC1=C(C(=O)C(C1)(C)C)C
14810169,CC1(CC(=O)C=CC1O)C
14810343,CC(C)(C)/C(=C/C#N)/C#N
14811247,CC(C(/C=C/C(=O)O)O)O
14811248,C[C@@H]([C@@H](/C=C/C(=O)O)O)O
14811300,CC1(CCC(C=C1)O)CN
14812806,CC(=O)N1C=CSC1(C)C
14813168,CC(=C1CCCCC1)C=C
14813452,CC1=C(C(C1=O)(C#C)O)C
14813849,CCC1C=C(C(=O)O1)OC
14813952,CCC1(CC(=O)C=C1C)C
14813960,CC/C=C/C(=O)/C(=C/C)/C
14813963,CCC1CC(=O)C(=C1C)C
14814093,CCOC=C=CC(C)(C)C
14814094,CC(C)(C)C=C=CCC=C
14814103,CCCCC=C=CCC=C
14814901,C=CC[C@H](CCC#N)CO
14815299,CCCC1=CC=C(CC1)C
14815300,CCCC1CC=C(C=C1)C
14815933,CCC(C=C)OS(=O)(=O)C
14815935,CC(C=C)OOC(C)(C)C
14816221,CC1=CC(CC1)NC(=O)C
14817205,CC(=O)/C(=C\O)/C(=O)OC
14817508,CCCNC(=O)C/C=C/C
14818199,CC(=C)CC(C(=O)OC)O
14818200,CC(=C)C[C@H](C(=O)OC)O
14818707,C\1=C\C=C/C(C(\C=C1)O)O
14824035,C=CCC(C1C(O1)CO)O
14827350,C1C(=O)C=CC(O1)(CO)O
14827352,CCC1(C=CC(=O)CO1)O
14830314,C1CC(=O)C(=C1O)[N+](=O)[O-]
14831547,C=C1CCC(CC1)C(=O)O
14831814,CC(=C)CC(C)(CCO)O
14831815,CC(=C)C[C@](C)(CCO)O
14832832,C1=C2C(=CC(=O)S2)SC1=O
14840119,CC/C=C/CCC(C)C=C
14840120,CC/C=C\CCC(C)C=C
14840129,CC(CCCCC=C)C=C
14840775,C=CCC(CC=C)N=C=O
14844138,CC1=CCC2(C1C(C2)O)C
14846003,CC1(CCCC(=O)C1=C)C
14848354,CCSCCSC(=O)C=C
14848775,CC1(CCCN(C1=C)C)C
14850329,COC1C=CC2COC1O2
14853607,C/C=C/SSCCC(=O)O
14853608,C/C=C/SSC(C)C(=O)O
14859753,CC(C(CO)O)OCC=C
14859754,C[C@@H]([C@@H](CO)O)OCC=C
14859755,C=CCOCCC(CO)O
14862284,CCCC1=CC(=O)OCC1
14862348,CC1(COC=C1)C(=O)OC
14865421,CC(=C)CCC(=O)C(=C)C
14866496,CC(=C)CC1CCC(=O)N1
14866919,CC1(C(=C)CCCO1)OO
14866920,CC1(CCCOC1=C)OO
14866970,CC1CC(=C(S1)N)C(=O)N
14867039,C=C1CC2CCC(C2)(C1)O
14869905,C/C(=C\CO)/CCC(=O)O
14869933,C/C=C(\C)/C(C)(C(C)O)O
14869934,C/C=C(/C)\C(C)(C(C)O)O
14871270,CC(C)(C)C(=C=O)C1CC1
14874547,CC(=CCC[C@H](CO)O)C
14874548,CC(=CCCC(CO)O)C
14875411,C=C1C(C2CCN1CC2)O
14875417,C1CN2CCC1C=C2CN
14877256,CC(C)C1=NC=CN1C=C
14879670,CC/C=C/CC(=O)NCC
14880749,C(C/C=C/CCCS)CS
14887460,CCC1=C(CCOC1=O)N
14889010,COC(C=C)C1C(O1)CO
14889011,CO[C@H](C=C)[C@@H]1[C@@H](O1)CO
14891007,CCN(CC)CC=C=CC
14891170,C/C(=C\CO)/CCCC=C
14891237,CCC(=C)COS(=O)(=O)C
14891663,CCC1C(NC1=O)CC=C
14893861,CCC(=O)CC(C)(C)C=C
14893870,C=CCCC(=O)/C=C/C=C
14893878,C=CCCC(/C=C/C=C)O
14893891,C1CC2CCC(C2C=C1)O
14895697,CCONC(=O)/C=C(\C)/N
14895705,C/C(=C\C(=O)N(C)OC)/N
14897184,C1CCC(=C=O)C(=O)CC1
14897352,CN(CCOC=C)[N+](=O)[O-]
14897924,CC(C)(C)C(CC=C)C=O
14897932,C#C/C/1=C/CCCCCC1
14898389,C=CCN1CCCC1C=O
14898952,C1C[C@H]2C=C[C@@H]1CS2(=O)=O
14899745,CCCCC/C(=C/C=C)/C
14900125,C=C1C[C@H]([C@H](CC1=C)O)O
14900242,CC(C)/C=C/CC(=O)OC
14900845,CC1=C(CSC(C1)C=O)C
14900893,CCC(C)C1=CCCCS1
14904306,CC1=CCC(=C)C(O1)OC
14904309,CC1(CC(=COC)C1)C=O
14906634,C=C[C@H]1CCCC[C@H]1C=C
14906869,COC1C2C=CC2CC1=O
14907440,CCC1CCCC1(C=C)O
14907446,CC(C1=C(CCC1)C=C)O
14907858,CCC(=O)OC1CCC=C1
14907861,C[C@@H]([C@@H]1C=CCO1)C(=O)O
14907862,C[C@H]([C@@H]1C=CCO1)C(=O)O
14907865,CCC(=O)OC/C=C/OC
14907866,C[C@H]([C@@H](C=C)OC)C(=O)O
14907867,C[C@H]([C@H](C=C)OC)C(=O)O
14907868,CC(C(C=C)OC)C(=O)O
14908043,CN(C)C(=S)C1=CC=CC1
14908254,C=C1CC(=C)C(=C)CC1=C
14909046,CC1=NC2=C(CC=C2)C=C1
14909304,C/C=C\CCCC(=C)OC
14909906,C1C=CCC2=C1COC2=O
14910861,C/C=C/COC(=O)/C=C/C
14910862,C/C=C/C(C)OC(=O)C=C
14910875,CCC(C(=C=C)C)C(=O)O
14913372,CC1=NC2=C(S1)C=CCC2
14913477,CCC1CS(=O)(=O)C(=C1)C
14917475,CCC(=O)/C(=C/C(C)C)/C
14917727,C=CCC1C(CCCO1)O
14917728,C=CC[C@H]1[C@@H](CCCO1)O
